time,P,G(i),H_sun,T2m,WS10m,Int
20150122:1302,5008.38,955.54,58.88,29.11,6.07,0
20150122:1402,4862.34,918.04,46.77,28.58,6.69,0
20150122:1502,4350.48,809.77,34.35,27.67,7.1,0
20150122:1602,3477.42,638.22,21.98,26.4,7.38,0
20150122:1702,198.42,51.59,9.89,24.79,7.38,0
20150122:1802,0,0,0,23.4,6.69,0
20150122:1902,0,0,0,22.76,6.21,0
20150122:2002,0,0,0,22.24,6.14,0
20150122:2102,0,0,0,21.85,5.86,0
20150122:2202,0,0,0,21.5,5.66,0
20150122:2302,0,0,0,21.12,5.17,0
20150123:0002,0,0,0,20.67,4.76,0
20150123:0102,0,0,0,20.15,4.34,0
20150123:0202,0,0,0,19.62,4.21,0
20150123:0302,0,0,0,19.19,3.93,0
20150123:0402,0,0,0,18.91,3.79,0
20150123:0502,203.82,51.59,11.64,19.34,3.66,0
20150123:0602,348.72,114.03,23.8,21.48,3.72,0
20150123:0702,1221.66,275.64,36.2,24.26,3.86,0
20150123:0802,2258.04,447.26,48.59,26.64,4.07,0
20150123:0902,3213.06,615.72,60.57,28.59,4.41,0
20150123:1002,3988.32,759.59,70.96,29.67,5.45,0
20150123:1102,4593.48,873.55,75.44,30.04,6.55,0
20150123:1202,4952.88,940.08,69.59,29.9,7.38,0
20150123:1302,5050.56,952.98,58.8,29.25,7.93,0
20150123:1402,4836.36,904.03,46.71,28.34,8.21,0
20150123:1502,3340.62,616.35,34.3,27.36,8.28,0
20150123:1602,2406.06,442.77,21.92,26.33,8.28,0
20150123:1702,212.1,54.3,9.82,25.05,7.93,0
20150123:1802,0,0,0,23.7,7.66,0
20150123:1902,0,0,0,23.17,6.62,0
20150123:2002,0,0,0,22.82,5.93,0
20150123:2102,0,0,0,22.41,5.24,0
20150123:2202,0,0,0,21.86,4.69,0
20150123:2302,0,0,0,21.2,4.21,0
20150124:0002,0,0,0,20.46,4,0
20150124:0102,0,0,0,19.91,3.86,0
20150124:0202,0,0,0,19.5,3.72,0
20150124:0302,0,0,0,19.26,3.45,0
20150124:0402,0,0,0,18.99,3.03,0
20150124:0502,270.78,64.26,11.46,19.31,2.34,0
20150124:0602,347.04,112.44,23.63,22.33,2.07,0
20150124:0702,1180.44,270.35,36.03,24.37,2.62,0
20150124:0802,2239.08,443.39,48.42,26.07,3.72,0
20150124:0902,3224.4,611.32,60.38,27.28,5.24,0
20150124:1002,4045.56,758.29,70.74,27.61,6.41,0
20150124:1102,4648.14,867.39,75.21,27.09,7.31,0
20150124:1202,5020.74,937.37,69.45,26.44,7.24,0
20150124:1302,5097.06,950.42,58.72,25.59,6.83,0
20150124:1402,4662.6,861.81,46.65,24.32,6.41,0
20150124:1502,4270.86,781.32,34.24,23.27,6.14,0
20150124:1602,3074.16,556.92,21.86,22,5.31,0
20150124:1702,192.66,49.78,9.74,21.11,4.28,0
20150124:1802,0,0,0,20.22,3.38,0
20150124:1902,0,0,0,20.33,3.72,0
20150124:2002,0,0,0,20.11,3.17,0
20150124:2102,0,0,0,19.92,2.76,0
20150124:2202,0,0,0,19.81,2.62,0
20150124:2302,0,0,0,19.5,2.48,0
20150125:0002,0,0,0,19.38,2.41,0
20150125:0102,0,0,0,19.14,2.28,0
20150125:0202,0,0,0,18.91,2.21,0
20150125:0302,0,0,0,18.74,2.14,0
20150125:0402,0,0,0,18.52,2.14,0
20150125:0502,350.4,78.74,11.28,18.72,2.14,0
20150125:0602,709.02,159.09,23.46,19.55,2.55,0
20150125:0702,1176.72,266.4,35.86,20.49,2.21,0
20150125:0802,2254.92,439.74,48.24,21.96,2.69,0
20150125:0902,3224.16,607.64,60.19,23.47,3.24,0
20150125:1002,4030.68,756.98,70.51,24.6,3.86,0
20150125:1102,4625.46,870.44,74.97,25,4.48,0
20150125:1202,4971.42,938.21,69.31,25.07,4.76,0
20150125:1302,5062.2,952.68,58.63,24.7,4.97,0
20150125:1402,4894.86,916.02,46.58,23.89,4.69,0
20150125:1502,4395.48,814.4,34.17,23.1,4.34,0
20150125:1602,3509.04,642.64,21.79,22.09,3.79,0
20150125:1702,164.94,44.35,9.66,20.99,3.17,0
20150125:1802,0,0,0,19.85,2.14,0
20150125:1902,0,0,0,19.08,1.03,0
20150125:2002,0,0,0,18.78,0.55,0
20150125:2102,0,0,0,18.43,0.34,0
20150125:2202,0,0,0,18.32,0.48,0
20150125:2302,0,0,0,18.03,0.83,0
20150126:0002,0,0,0,17.7,1.38,0
20150126:0102,0,0,0,17.57,1.79,0
20150126:0202,0,0,0,17.56,2.14,0
20150126:0302,0,0,0,17.7,1.86,0
20150126:0402,0,0,0,17.92,1.38,0
20150126:0502,242.82,58.83,11.1,18.36,1.79,0
20150126:0602,843.18,175.31,23.28,18.98,1.66,0
20150126:0702,1275.54,243.47,35.69,19.84,2.62,0
20150126:0802,1536,289.58,48.07,20.84,3.03,0
20150126:0902,2934.84,547.76,60,21.68,3.31,0
20150126:1002,3720.3,695.41,70.27,22.63,3.59,0
20150126:1102,1738.5,328.09,74.72,22.99,3.66,0
20150126:1202,3532.26,662.01,69.15,23.5,3.72,0
20150126:1302,2094.12,392.03,58.53,23.47,4.28,0
20150126:1402,3226.56,594.87,46.5,23.36,4.97,0
20150126:1502,1827.36,339.31,34.1,22.7,5.52,0
20150126:1602,1152.54,219.91,21.71,22.02,5.72,0
20150126:1702,151.26,41.63,9.57,21.23,5.52,0
20150126:1802,0,0,0,20.47,5.17,0
20150126:1902,0,0,0,20.14,4.76,0
20150126:2002,0,0,0,19.8,5.17,0
20150126:2102,0,0,0,19.57,5.31,0
20150126:2202,0,0,0,19.44,5.52,0
20150126:2302,0,0,0,19.25,5.59,0
20150127:0002,0,0,0,19.09,5.72,0
20150127:0102,0,0,0,19.03,5.79,0
20150127:0202,0,0,0,18.95,5.86,0
20150127:0302,0,0,0,18.92,5.86,0
20150127:0402,0,0,0,18.88,5.93,0
20150127:0502,199.44,50.68,10.92,19.24,5.79,0
20150127:0602,295.14,99.17,23.11,20.41,6.55,0
20150127:0702,1131.9,258.39,35.52,21.46,6.41,0
20150127:0802,2220.6,431.09,47.89,22.84,6.55,0
20150127:0902,3236.34,600.19,59.8,24.05,7.03,0
20150127:1002,4060.74,745.69,70.03,24.81,7.93,0
20150127:1102,4690.92,857.27,74.47,24.59,9.1,0
20150127:1202,5067.06,923.85,68.99,24.08,9.66,0
20150127:1302,5125.14,932.13,58.43,23.76,9.93,0
20150127:1402,4965.6,899.82,46.42,23.54,9.86,0
20150127:1502,4391.76,790.77,34.03,23.29,9.79,0
20150127:1602,3361.86,602.18,21.63,22.74,9.52,0
20150127:1702,239.34,58.83,9.48,21.95,8.76,0
20150127:1802,0,0,0,21,8.07,0
20150127:1902,0,0,0,20.4,7.86,0
20150127:2002,0,0,0,20.1,7.38,0
20150127:2102,0,0,0,19.78,6.83,0
20150127:2202,0,0,0,19.39,6.28,0
20150127:2302,0,0,0,18.98,5.86,0
20150128:0002,0,0,0,18.63,5.45,0
20150128:0102,0,0,0,18.34,5.24,0
20150128:0202,0,0,0,18.12,5.17,0
20150128:0302,0,0,0,17.99,5.17,0
20150128:0402,0,0,0,17.8,4.9,0
20150128:0502,190.86,48.87,10.73,18.29,4.41,0
20150128:0602,283.2,95.53,22.94,20.07,4.9,0
20150128:0702,1097.22,253.98,35.35,22.12,4.69,0
20150128:0802,2161.98,427.15,47.71,24.34,4.34,0
20150128:0902,3138.48,597.52,59.61,26.33,4,0
20150128:1002,3911.76,745.77,69.79,27.8,3.93,0
20150128:1102,4483.62,860.02,74.21,28.75,4.34,0
20150128:1202,4816.08,924.66,68.82,29.17,5.03,0
20150128:1302,4884.12,934.39,58.31,29.23,5.59,0
20150128:1402,4749,901.49,46.33,29.01,6,0
20150128:1502,4266.3,799.97,33.94,28.47,6.34,0
20150128:1602,3380.22,628.32,21.55,27.8,6,0
20150128:1702,164.34,45.25,9.38,27.05,5.24,0
20150128:1802,0,0,0,25.54,4.9,0
20150128:1902,0,0,0,23.75,4.76,0
20150128:2002,0,0,0,23.07,4.69,0
20150128:2102,0,0,0,22.54,4.48,0
20150128:2202,0,0,0,21.97,4.21,0
20150128:2302,0,0,0,21.32,3.72,0
20150129:0002,0,0,0,20.62,3.31,0
20150129:0102,0,0,0,19.88,3.03,0
20150129:0202,0,0,0,19.29,2.83,0
20150129:0302,0,0,0,18.72,2.55,0
20150129:0402,0,0,0,18.16,2.21,0
20150129:0502,180.9,47.06,10.55,18.51,1.72,0
20150129:0602,251.1,89.16,22.76,21.76,1.31,0
20150129:0702,1036.08,248.69,35.17,24.66,0.97,0
20150129:0802,2059.92,422.84,47.54,27.35,0.83,0
20150129:0902,3014.88,592.8,59.41,28.98,1.72,0
20150129:1002,3785.88,739.59,69.55,29.9,2.48,0
20150129:1102,4386.84,856.29,73.95,30.26,3.31,0
20150129:1202,4721.16,920.95,68.64,30.07,3.79,0
20150129:1302,4794.9,930.84,58.2,29.4,4,0
20150129:1402,4699.32,904.23,46.24,28.54,4.07,0
20150129:1502,4163.16,790.96,33.86,27.26,3.66,0
20150129:1602,3341.34,626.8,21.45,26,3.1,0
20150129:1702,161.88,44.35,9.28,24.44,2.48,0
20150129:1802,0,0,0,22.82,2.07,0
20150129:1902,0,0,0,21.66,2,0
20150129:2002,0,0,0,20.78,1.86,0
20150129:2102,0,0,0,19.98,1.86,0
20150129:2202,0,0,0,19.31,1.86,0
20150129:2302,0,0,0,18.93,1.93,0
20150130:0002,0,0,0,18.88,2.07,0
20150130:0102,0,0,0,19.08,2.28,0
20150130:0202,0,0,0,19.1,2.48,0
20150130:0302,0,0,0,19.03,2.76,0
20150130:0402,0,0,0,19.04,2.97,0
20150130:0502,300.3,69.69,10.37,19.32,3.17,0
20150130:0602,431.52,113.4,22.59,20.14,3.66,0
20150130:0702,1147.5,256.07,35,20.71,4.9,0
20150130:0802,2171.46,420.96,47.36,21.89,5.31,0
20150130:0902,3155.76,587.47,59.21,23.32,5.66,0
20150130:1002,3952.08,729.98,69.3,23.92,5.86,0
20150130:1102,4554.24,842.87,73.68,24.24,6.14,0
20150130:1202,4901.28,909.5,68.45,24.44,6.41,0
20150130:1302,5038.8,933.03,58.07,23.89,6.41,0
20150130:1402,4837.74,890.58,46.14,23.36,6.34,0
20150130:1502,4328.52,789.02,33.76,22.47,6.07,0
20150130:1602,3450.54,623.31,21.36,21.59,5.66,0
20150130:1702,151.8,41.63,9.17,20.59,5.31,0
20150130:1802,0,0,0,19.61,4.21,0
20150130:1902,0,0,0,19.22,3.59,0
20150130:2002,0,0,0,18.88,3.52,0
20150130:2102,0,0,0,18.78,4.28,0
20150130:2202,0,0,0,18.98,5.03,0
20150130:2302,0,0,0,19.09,5.38,0
20150131:0002,0,0,0,19.23,5.45,0
20150131:0102,0,0,0,18.89,5.1,0
20150131:0202,0,0,0,18.72,4.48,0
20150131:0302,0,0,0,18.06,3.03,0
20150131:0402,0,0,0,17.93,2.14,0
20150131:0502,302.46,69.69,10.18,17.94,3.31,0
20150131:0602,766.2,159.49,22.41,18.06,4.21,0
20150131:0702,1507.62,293.93,34.83,18.63,4.34,0
20150131:0802,2257.44,426.86,47.18,19.7,4.69,0
20150131:0902,2428.14,447.07,59,20.65,4.97,0
20150131:1002,2957.88,544.07,69.05,21.26,5.17,0
20150131:1102,2714.88,499.84,73.4,21.7,5.45,0
20150131:1202,3020.7,554.84,68.26,21.81,5.66,0
20150131:1302,2723.34,498.57,57.94,21.55,5.93,0
20150131:1402,2309.34,422.47,46.03,21.25,6.14,0
20150131:1502,2031.48,370.94,33.66,20.87,6.48,0
20150131:1602,2472.06,444.28,21.25,20.35,6.34,0
20150131:1702,242.04,58.83,9.05,19.62,6.28,0
20150131:1802,0,0,0,18.9,5.93,0
20150131:1902,0,0,0,18.56,5.38,0
20150131:2002,0,0,0,18.27,5.38,0
20150131:2102,0,0,0,18.06,5.17,0
20150131:2202,0,0,0,17.66,4.83,0
20150131:2302,0,0,0,17.34,4.76,0
20150201:0002,0,0,0,17.19,4.83,0
20150201:0102,0,0,0,17.22,5.03,0
20150201:0202,0,0,0,17.07,4.9,0
20150201:0302,0,0,0,16.9,4.69,0
20150201:0402,0,0,0,16.88,4.55,0
20150201:0502,154.44,41.63,10,17.22,4.41,0
20150201:0602,202.08,74.5,22.23,18.68,5.52,0
20150201:0702,985.62,235.28,34.65,20.21,5.72,0
20150201:0802,2089.62,410.12,46.99,21.65,5.86,0
20150201:0902,3130.68,581.49,58.8,23,6.14,0
20150201:1002,3969.66,731.73,68.8,24.21,6.41,0
20150201:1102,4612.8,854.13,73.12,25.16,6.69,0
20150201:1202,4989.66,925.26,68.06,25.66,7.45,0
20150201:1302,5111.76,943.78,57.8,25.51,8.28,0
20150201:1402,4937.4,903.69,45.92,24.92,8.9,0
20150201:1502,4404.66,798.29,33.56,24.22,9.17,0
20150201:1602,3492.36,628.18,21.14,23.44,9.24,0
20150201:1702,145.98,40.73,8.93,22.39,8.9,0
20150201:1802,0,0,0,21.33,8.69,0
20150201:1902,0,0,0,21.08,7.31,0
20150201:2002,0,0,0,20.11,6.76,0
20150201:2102,0,0,0,19.36,6.55,0
20150201:2202,0,0,0,18.73,6.28,0
20150201:2302,0,0,0,18.2,6.07,0
20150202:0002,0,0,0,17.71,5.66,0
20150202:0102,0,0,0,17.31,5.45,0
20150202:0202,0,0,0,16.94,5.59,0
20150202:0302,0,0,0,16.65,5.59,0
20150202:0402,0,0,0,16.39,5.38,0
20150202:0502,159.54,42.54,9.81,16.69,4.9,0
20150202:0602,215.28,74.05,22.06,18.4,5.24,0
20150202:0702,978.3,233.72,34.48,21.13,4.83,0
20150202:0802,2037.9,406.37,46.81,23.73,4.21,0
20150202:0902,3004.44,576.12,58.59,25.9,3.03,0
20150202:1002,3773.76,727.98,68.54,27.32,2.41,0
20150202:1102,4351.68,843.79,72.84,28.37,2.97,0
20150202:1202,4756.32,921.52,67.85,29.04,3.86,0
20150202:1302,4859.46,935.53,57.65,29.28,4.76,0
20150202:1402,4681.68,890.19,45.8,29.04,5.66,0
20150202:1502,4215.6,789.56,33.44,28.26,6.28,0
20150202:1602,3345.42,619.15,21.03,27.18,6.34,0
20150202:1702,143.22,40.73,8.81,25.81,6.07,0
20150202:1802,0,0,0,24.24,5.72,0
20150202:1902,0,0,0,22.74,5.45,0
20150202:2002,0,0,0,21.86,5.03,0
20150202:2102,0,0,0,21.07,4.76,0
20150202:2202,0,0,0,20.27,4.14,0
20150202:2302,0,0,0,19.51,3.59,0
20150203:0002,0,0,0,18.72,3.24,0
20150203:0102,0,0,0,17.97,2.9,0
20150203:0202,0,0,0,17.22,2.69,0
20150203:0302,0,0,0,16.45,2.48,0
20150203:0402,0,0,0,15.9,2.21,0
20150203:0502,164.46,43.44,9.62,16.06,1.72,0
20150203:0602,204.66,70.23,21.88,19.88,2.14,0
20150203:0702,937.08,228.06,34.3,21.37,4,0
20150203:0802,2008.26,401.37,46.63,23.08,3.86,0
20150203:0902,3017.22,572.17,58.38,24.73,3.93,0
20150203:1002,3851.28,723.27,68.28,25.75,4.55,0
20150203:1102,4498.2,842.34,72.55,25.93,5.45,0
20150203:1202,4898.64,914.3,67.63,25.15,5.93,0
20150203:1302,5000.28,931.94,57.5,24.18,5.59,0
20150203:1402,4763.04,886.78,45.67,23.32,4.69,0
20150203:1502,4213.5,780.8,33.33,22.23,3.59,0
20150203:1602,3351.18,615.98,20.91,21.42,2.83,0
20150203:1702,156.3,42.54,8.68,20.38,2.41,0
20150203:1802,0,0,0,19.29,1.52,0
20150203:1902,0,0,0,19.72,2.07,0
20150203:2002,0,0,0,19.5,1.93,0
20150203:2102,0,0,0,19.05,1.72,0
20150203:2202,0,0,0,18.29,1.45,0
20150203:2302,0,0,0,18.78,0.62,0
20150204:0002,0,0,0,18.5,0.55,0
20150204:0102,0,0,0,17.58,1.1,0
20150204:0202,0,0,0,16.94,1.45,0
20150204:0302,0,0,0,17.13,1.59,0
20150204:0402,0,0,0,17.59,1.86,0
20150204:0502,153.84,41.63,9.44,17.7,2.07,0
20150204:0602,650.34,131.95,21.7,17.98,2.07,0
20150204:0702,670.8,136.22,34.13,18.89,0.76,0
20150204:0802,1668.24,314.6,46.44,19.75,1.31,0
20150204:0902,1686.12,316.13,58.17,20.73,2.97,0
20150204:1002,2376.78,440.39,68.01,21.57,4.28,0
20150204:1102,1576.8,297.04,72.25,22.05,4.41,0
20150204:1202,1664.52,313.05,67.41,22.42,4.55,0
20150204:1302,4639.32,862.05,57.34,22.66,4.76,0
20150204:1402,3164.82,582.01,45.54,22.68,4.76,0
20150204:1502,3644.4,666.03,33.2,22.18,4.76,0
20150204:1602,2999.1,544.67,20.78,21.26,4.21,0
20150204:1702,170.04,45.25,8.54,20.49,3.59,0
20150204:1802,0,0,0,19.63,2.62,0
20150204:1902,0,0,0,19.61,2.14,0
20150204:2002,0,0,0,19.14,1.93,0
20150204:2102,0,0,0,18.6,2.14,0
20150204:2202,0,0,0,17.97,2.14,0
20150204:2302,0,0,0,17.63,2,0
20150205:0002,0,0,0,17.09,1.72,0
20150205:0102,0,0,0,16.86,1.72,0
20150205:0202,0,0,0,16.76,1.31,0
20150205:0302,0,0,0,17.57,0.76,0
20150205:0402,0,0,0,16.57,1.45,0
20150205:0502,149.46,40.73,9.25,17.47,1.86,0
20150205:0602,163.56,57.66,21.52,18.29,2.21,0
20150205:0702,1199.58,256.79,33.95,19.88,1.66,0
20150205:0802,2159.22,414.02,46.26,20.9,1.93,0
20150205:0902,2895.24,544.88,57.96,21.63,2.55,0
20150205:1002,2440.5,456.87,67.75,22.64,3.17,0
20150205:1102,3384.42,632.06,71.95,22.81,3.79,0
20150205:1202,4795.68,898.3,67.18,23.06,4.14,0
20150205:1302,4908.9,920.15,57.17,22.97,4.14,0
20150205:1402,4693.8,873.87,45.4,22.25,4,0
20150205:1502,4099.2,756.7,33.07,21.98,3.72,0
20150205:1602,2413.14,441.12,20.65,21.68,3.72,0
20150205:1702,133.38,38.01,8.4,21,3.86,0
20150205:1802,0,0,0,20.29,3.66,0
20150205:1902,0,0,0,19.94,3.93,0
20150205:2002,0,0,0,19.66,4.07,0
20150205:2102,0,0,0,19.41,3.93,0
20150205:2202,0,0,0,19.06,3.59,0
20150205:2302,0,0,0,18.72,3.45,0
20150206:0002,0,0,0,18.47,3.38,0
20150206:0102,0,0,0,18.25,3.31,0
20150206:0202,0,0,0,18.04,3.24,0
20150206:0302,0,0,0,17.86,3.03,0
20150206:0402,0,0,0,17.66,2.9,0
20150206:0502,140.04,38.92,9.06,17.9,2.69,0
20150206:0602,159.54,54.25,21.35,19.59,2.83,0
20150206:0702,815.94,210.55,33.77,21.19,2.41,0
20150206:0802,1908.96,387.26,46.07,22.46,2.28,0
20150206:0902,2937.72,559.73,57.74,23.6,2.76,0
20150206:1002,3781.02,710.78,67.48,24.34,3.52,0
20150206:1102,4429.44,829.99,71.64,24.6,4.41,0
20150206:1202,4820.76,902.23,66.94,24.52,5.03,0
20150206:1302,4937.64,920.18,56.99,24.25,5.52,0
20150206:1402,4755.18,880.48,45.26,23.96,5.72,0
20150206:1502,4265.58,780.83,32.94,23.46,6.07,0
20150206:1602,3299.22,598.04,20.51,22.72,6.14,0
20150206:1702,137.4,38.92,8.25,21.75,5.86,0
20150206:1802,0,0,0,20.69,5.17,0
20150206:1902,0,0,0,19.97,4.97,0
20150206:2002,0,0,0,19.65,4.69,0
20150206:2102,0,0,0,19.38,4.34,0
20150206:2202,0,0,0,19.1,3.93,0
20150206:2302,0,0,0,18.74,3.66,0
20150207:0002,0,0,0,18.4,3.38,0
20150207:0102,0,0,0,17.98,3.17,0
20150207:0202,0,0,0,17.69,2.9,0
20150207:0302,0,0,0,17.31,2.62,0
20150207:0402,0,0,0,16.8,2.34,0
20150207:0502,145.5,39.82,8.88,16.69,2,0
20150207:0602,151.62,49.76,21.17,19.59,1.24,0
20150207:0702,822.48,210.21,33.6,21.61,0.9,0
20150207:0802,1849.62,382.16,45.88,23.26,0.83,0
20150207:0902,2852.88,555.81,57.52,24.65,1.03,0
20150207:1002,3671.52,708.41,67.2,25.84,1.72,0
20150207:1102,4285.32,822.96,71.33,26.62,2.9,0
20150207:1202,4682.82,894.28,66.69,26.67,3.93,0
20150207:1302,4828.92,916.64,56.81,26.03,4.34,0
20150207:1402,4630.98,872.14,45.1,25.28,4.34,0
20150207:1502,4131.96,771.04,32.8,24.43,3.93,0
20150207:1602,3246.66,600.5,20.37,23.53,3.31,0
20150207:1702,141.12,39.82,8.1,22.47,2.69,0
20150207:1802,0,0,0,21.27,1.66,0
20150207:1902,0,0,0,21,1.17,0
20150207:2002,0,0,0,19.93,0.97,0
20150207:2102,0,0,0,18.88,1.17,0
20150207:2202,0,0,0,17.91,1.31,0
20150207:2302,0,0,0,17.5,1.24,0
20150208:0002,0,0,0,16.87,1.38,0
20150208:0102,0,0,0,17.19,1.1,0
20150208:0202,0,0,0,17.53,1.86,0
20150208:0302,0,0,0,17.25,2.55,0
20150208:0402,0,0,0,17.15,2.97,0
20150208:0502,225.72,55.21,8.69,16.9,3.86,0
20150208:0602,498.84,107.31,20.99,17.42,4.41,0
20150208:0702,815.16,205.85,33.42,18.8,4.62,0
20150208:0802,1908.42,380.1,45.69,20.57,4.9,0
20150208:0902,2949.48,551.14,57.3,22.36,5.38,0
20150208:1002,3824.22,705.14,66.93,23.92,6.14,0
20150208:1102,4450.14,821.45,71.02,24.82,6.76,0
20150208:1202,4865.7,898.17,66.44,24.89,7.31,0
20150208:1302,4973.58,916.64,56.62,24.69,7.52,0
20150208:1402,4756.74,872.64,44.95,23.98,7.17,0
20150208:1502,4179.24,761.24,32.65,23.05,6.48,0
20150208:1602,3290.46,596.23,20.22,22.15,5.66,0
20150208:1702,128.82,37.11,7.94,21.21,4.76,0
20150208:1802,0,0,0,20.2,3.72,0
20150208:1902,0,0,0,19.62,3.59,0
20150208:2002,0,0,0,19.02,3.45,0
20150208:2102,0,0,0,18.76,3.45,0
20150208:2202,0,0,0,18.26,3.66,0
20150208:2302,0,0,0,17.89,3.79,0
20150209:0002,0,0,0,17.67,3.66,0
20150209:0102,0,0,0,17.74,3.59,0
20150209:0202,0,0,0,17.85,3.45,0
20150209:0302,0,0,0,17.95,3.45,0
20150209:0402,0,0,0,17.94,3.38,0
20150209:0502,200.28,50.68,8.51,18.18,3.38,0
20150209:0602,558.42,116.7,20.81,19.09,3.66,0
20150209:0702,891.48,214.16,33.24,20.53,4.21,0
20150209:0802,1896.6,379.27,45.5,22.33,4.28,0
20150209:0902,2888.52,545.73,57.08,23.8,4.69,0
20150209:1002,3757.92,698.92,66.65,24.79,5.38,0
20150209:1102,4381.2,814.46,70.7,25.46,6.07,0
20150209:1202,4760.22,881.78,66.18,25.08,6.83,0
20150209:1302,4974.42,917.62,56.43,24.19,6.9,0
20150209:1402,4735.5,869.33,44.78,23.35,6.48,0
20150209:1502,4119.72,752.67,32.5,22.51,5.45,0
20150209:1602,2194.8,401.41,20.07,21.51,4.07,0
20150209:1702,142.5,39.82,7.78,20.67,2.48,0
20150209:1802,0,0,0,19.97,1.17,0
20150209:1902,0,0,0,19.87,1.45,0
20150209:2002,0,0,0,19.8,1.93,0
20150209:2102,0,0,0,19.57,2.07,0
20150209:2202,0,0,0,19.42,2.55,0
20150209:2302,0,0,0,19.47,3.24,0
20150210:0002,0,0,0,19.23,3.38,0
20150210:0102,0,0,0,18.83,3.52,0
20150210:0202,0,0,0,18.41,3.45,0
20150210:0302,0,0,0,18.18,3.86,0
20150210:0402,0,0,0,17.94,4.9,0
20150210:0502,79.08,26.25,8.32,17.5,5.24,0
20150210:0602,767.34,151.15,20.63,17.82,6.48,0
20150210:0702,1396.86,270.47,33.06,18.65,6,0
20150210:0802,2103.06,397.7,45.31,19.87,6.55,0
20150210:0902,2880.9,529.17,56.86,20.7,6.9,0
20150210:1002,3719.28,676.74,66.37,21.71,7.17,0
20150210:1102,4332.48,788.12,70.38,22.16,7.31,0
20150210:1202,4498.68,821.78,65.92,22.4,7.1,0
20150210:1302,3946.68,721.35,56.23,22.48,6.69,0
20150210:1402,3948.78,719.1,44.61,22.2,6.34,0
20150210:1502,3505.74,634.29,32.34,21.63,6,0
20150210:1602,3256.38,587.31,19.91,20.89,5.38,0
20150210:1702,125.22,36.2,7.61,19.95,4.34,0
20150210:1802,0,0,0,19.05,2.69,0
20150210:1902,0,0,0,18.73,2.07,0
20150210:2002,0,0,0,18.24,1.59,0
20150210:2102,0,0,0,17.28,1.24,0
20150210:2202,0,0,0,17.89,0.69,0
20150210:2302,0,0,0,17.63,0.28,0
20150211:0002,0,0,0,16.22,1.38,0
20150211:0102,0,0,0,14.93,2.28,0
20150211:0202,0,0,0,15.07,2.76,0
20150211:0302,0,0,0,15.29,2.97,0
20150211:0402,0,0,0,15.67,3.1,0
20150211:0502,187.86,47.97,8.13,16.43,3.45,0
20150211:0602,437.22,94.13,20.46,18.61,4.48,0
20150211:0702,728.52,192.1,32.88,20.53,4.9,0
20150211:0802,1798.74,364.89,45.12,21.96,5.38,0
20150211:0902,2832.9,531.64,56.64,23.22,5.31,0
20150211:1002,3695.34,686.14,66.08,24.42,5.45,0
20150211:1102,4339.44,802.97,70.05,25.03,6.48,0
20150211:1202,4781.82,876.75,65.65,24.56,8.21,0
20150211:1302,4893.72,890.44,56.02,23.38,8.69,0
20150211:1402,4696.32,850.61,44.44,22.8,8.48,0
20150211:1502,4169.88,749.47,32.18,22.25,8.55,0
20150211:1602,3194.46,571.12,19.75,21.46,8.55,0
20150211:1702,116.16,34.39,7.44,20.54,8.34,0
20150211:1802,0,0,0,19.59,7.52,0
20150211:1902,0,0,0,18.89,7.31,0
20150211:2002,0,0,0,18.8,6.76,0
20150211:2102,0,0,0,18.69,6.14,0
20150211:2202,0,0,0,18.52,5.66,0
20150211:2302,0,0,0,18.34,5.24,0
20150212:0002,0,0,0,18.09,4.97,0
20150212:0102,0,0,0,17.85,4.69,0
20150212:0202,0,0,0,17.56,4.21,0
20150212:0302,0,0,0,17.3,3.86,0
20150212:0402,0,0,0,17.02,3.59,0
20150212:0502,136.2,38.01,7.95,17.09,3.52,0
20150212:0602,301.08,69.69,20.28,18.98,4,0
20150212:0702,700.5,187.11,32.7,20.38,4.9,0
20150212:0802,1763.88,359.64,44.93,21.55,4.97,0
20150212:0902,2821.62,531.21,56.41,22.54,4.76,0
20150212:1002,3685.98,681.49,65.8,23.03,5.03,0
20150212:1102,4316.88,798.36,69.72,23.4,5.24,0
20150212:1202,4692.18,868.97,65.37,23.48,5.52,0
20150212:1302,4786.26,881.46,55.8,22.75,5.86,0
20150212:1402,3817.2,695.6,44.26,22.22,6.14,0
20150212:1502,674.52,137.17,32.01,21.31,6.21,0
20150212:1602,78.84,26.49,19.58,20.52,6.07,0
20150212:1702,31.5,15.39,7.26,19.96,6,0
20150212:1802,0,0,0,19.44,5.72,0
20150212:1902,0,0,0,19.33,4.55,0
20150212:2002,0,0,0,18.88,4.48,0
20150212:2102,0,0,0,18.55,4.14,0
20150212:2202,0,0,0,18.28,3.93,0
20150212:2302,0,0,0,18.04,4.28,0
20150213:0002,0,0,0,17.85,4.21,0
20150213:0102,0,0,0,17.63,4,0
20150213:0202,0,0,0,17.45,3.66,0
20150213:0302,0,0,0,17.23,3.38,0
20150213:0402,0,0,0,17.1,3.17,0
20150213:0502,145.2,39.82,7.76,17.22,3.17,0
20150213:0602,513.36,107.7,20.1,18.65,3.86,0
20150213:0702,915.48,178.92,32.52,19.19,2.28,0
20150213:0802,1461.3,274.71,44.73,19.51,3.1,0
20150213:0902,2383.68,438.98,56.18,19.52,4,0
20150213:1002,2717.82,497.63,65.5,19.17,4.14,0
